slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totals
jacksfr01,Frank Jackson,POINT GUARD,22,DETROIT PISTONS,40,738,13.2,0.598,0.512,0.256,2.2,10.8,6.5,7.9,1.0,0.1,9.4,21.3,0.7,0.4,1.2,0.076,-0.1,-1.6,-1.7,0.1,False
jacksja02,Jaren Jackson Jr.,CENTER,21,MEMPHIS GRIZZLIES,11,258,18.0,0.551,0.48,0.336,6.9,18.7,12.7,6.8,2.2,6.3,9.5,25.9,0.2,0.5,0.7,0.123,-0.7,0.7,0.1,0.1,False
jacksjo02,Josh Jackson,SHOOTING GUARD,23,DETROIT PISTONS,62,1560,12.0,0.516,0.364,0.308,4.0,14.2,9.1,15.1,1.7,2.6,15.0,26.5,-1.6,1.7,0.1,0.004,-2.5,-0.5,-3.0,-0.4,False
jacksju01,Justin Jackson,SMALL FORWARD,25,OKLAHOMA CITY THUNDER,33,544,10.7,0.519,0.524,0.165,2.6,11.0,6.8,14.5,1.3,0.3,12.0,20.2,-0.1,0.3,0.2,0.019,-2.3,-1.0,-3.2,-0.2,False
jacksju01,Justin Jackson,SMALL FORWARD,25,MILWAUKEE BUCKS,1,33,5.8,0.455,0.667,0.222,6.6,12.3,9.6,3.6,0.0,0.0,9.2,13.8,0.0,0.0,0.0,0.006,-3.2,-4.8,-8.0,0.0,False
jacksre01,Reggie Jackson,SHOOTING GUARD,30,LOS ANGELES CLIPPERS,67,1544,14.2,0.576,0.482,0.14,1.8,11.9,7.0,19.0,1.3,0.4,10.6,19.9,2.3,1.4,3.7,0.115,0.6,-0.2,0.4,0.9,False
jamesju01,Justin James,SMALL FORWARD,24,SACRAMENTO KINGS,36,310,11.3,0.548,0.342,0.324,3.2,7.6,5.4,9.9,1.2,0.8,10.6,19.7,0.1,0.0,0.1,0.02,-2.0,-2.3,-4.3,-0.2,False
jamesle01,LeBron James,POINT GUARD,36,LOS ANGELES LAKERS,45,1504,24.2,0.602,0.346,0.31,2.2,23.6,12.9,41.8,1.6,1.5,15.2,31.9,3.0,2.6,5.6,0.179,5.9,2.3,8.1,3.8,False
jamesmi02,Mike James,POINT GUARD,30,BROOKLYN NETS,13,236,11.9,0.481,0.337,0.293,1.5,12.9,7.5,30.6,1.2,0.4,16.1,22.9,0.0,0.1,0.1,0.028,-2.1,-2.3,-4.4,-0.1,False
jeffrda01,DaQuan Jeffries,SHOOTING GUARD,23,SACRAMENTO KINGS,18,232,7.2,0.524,0.491,0.123,4.2,9.7,6.9,3.3,1.4,1.5,11.8,12.6,0.0,0.1,0.0,0.008,-3.7,-1.6,-5.3,-0.2,False
jeffrda01,DaQuan Jeffries,SHOOTING GUARD,23,HOUSTON ROCKETS,13,261,8.5,0.504,0.619,0.016,3.9,13.6,8.6,8.6,1.5,2.1,8.6,11.3,0.1,0.2,0.2,0.043,-3.5,-0.6,-4.2,-0.1,False
jeromty01,Ty Jerome,SHOOTING GUARD,23,OKLAHOMA CITY THUNDER,33,788,13.4,0.585,0.585,0.118,1.3,10.8,6.0,23.7,1.2,0.7,13.5,18.8,0.9,0.4,1.3,0.079,0.1,-0.8,-0.7,0.3,False
joeis01,Isaiah Joe,SHOOTING GUARD,21,PHILADELPHIA 76ERS,41,383,9.5,0.533,0.797,0.18,1.8,8.5,5.2,7.2,1.5,0.9,7.1,17.4,0.2,0.4,0.6,0.078,-2.0,-1.0,-3.0,-0.1,False
johnsal02,Alize Johnson,POWER FORWARD,24,BROOKLYN NETS,18,189,23.5,0.638,0.088,0.191,16.6,35.0,26.3,10.9,1.3,2.3,10.9,19.1,0.6,0.3,0.9,0.227,2.7,0.0,2.7,0.2,False
johnsca02,Cameron Johnson,POWER FORWARD,24,PHOENIX SUNS,60,1437,11.8,0.563,0.694,0.122,2.6,12.9,7.9,8.0,1.3,1.0,7.3,17.0,1.2,1.4,2.6,0.086,0.0,-0.2,-0.2,0.7,False
johnsja01,James Johnson,POWER FORWARD,33,DALLAS MAVERICKS,29,504,12.2,0.526,0.414,0.2,3.1,15.6,9.4,13.7,2.3,4.2,14.6,16.2,0.0,0.7,0.8,0.073,-2.0,2.5,0.5,0.3,False
johnsja01,James Johnson,POWER FORWARD,33,NEW ORLEANS PELICANS,22,539,10.6,0.498,0.33,0.258,3.6,14.7,9.2,12.2,1.6,3.3,12.1,18.0,-0.1,0.5,0.4,0.039,-3.3,0.5,-2.7,-0.1,False
johnske04,Keldon Johnson,SMALL FORWARD,21,SAN ANTONIO SPURS,69,1968,13.8,0.557,0.257,0.278,4.9,17.6,11.1,8.9,1.0,1.0,9.0,19.2,1.6,1.7,3.3,0.079,-0.9,-0.7,-1.6,0.2,False
johnsst04,Stanley Johnson,POWER FORWARD,24,TORONTO RAPTORS,61,1006,8.8,0.519,0.588,0.236,3.1,14.1,8.4,12.0,2.5,1.8,17.4,13.4,-0.1,1.1,1.0,0.048,-3.8,1.2,-2.5,-0.1,False
johnsty01,Tyler Johnson,SHOOTING GUARD,28,BROOKLYN NETS,39,684,8.2,0.546,0.721,0.115,1.0,10.9,6.2,8.7,1.0,0.0,8.1,13.3,0.4,0.3,0.7,0.049,-2.4,-1.0,-3.4,-0.2,False
jokicni01,Nikola Jokić,CENTER,25,DENVER NUGGETS,72,2488,31.3,0.647,0.183,0.305,9.4,26.1,17.8,40.4,1.9,1.9,13.1,29.6,12.2,3.4,15.6,0.301,9.1,3.0,12.1,8.8,False
jonesda03,Damian Jones,CENTER,25,PHOENIX SUNS,14,94,6.7,0.528,0.063,0.688,8.6,13.0,10.9,5.3,0.5,4.8,22.4,12.7,0.0,0.1,0.1,0.043,-7.0,1.1,-5.9,-0.1,False
jonesda03,Damian Jones,CENTER,25,LOS ANGELES LAKERS,8,112,17.1,0.965,0.0,0.706,8.1,18.0,13.0,1.3,0.4,5.6,18.3,10.6,0.4,0.2,0.5,0.235,-2.0,1.8,-0.2,0.1,False
jonesda03,Damian Jones,CENTER,25,SACRAMENTO KINGS,17,341,15.9,0.691,0.057,0.5,6.7,18.5,12.5,9.4,1.3,4.2,14.9,12.7,0.7,0.2,0.9,0.132,-1.0,0.3,-0.6,0.1,False
jonesde02,Derrick Jones Jr.,SMALL FORWARD,23,PORTLAND TRAIL BLAZERS,58,1318,11.9,0.576,0.447,0.299,6.1,10.7,8.3,4.8,1.4,3.7,8.5,12.3,1.6,0.8,2.4,0.089,-1.4,0.0,-1.4,0.2,False
jonesma05,Mason Jones,SHOOTING GUARD,22,HOUSTON ROCKETS,26,307,11.1,0.546,0.561,0.5,1.3,17.0,8.9,19.1,0.9,0.3,16.8,23.1,-0.1,0.1,0.0,0.007,-1.9,-1.4,-3.3,-0.1,False
jonesma05,Mason Jones,SHOOTING GUARD,22,PHILADELPHIA 76ERS,6,27,23.5,0.662,0.222,0.778,12.5,4.0,8.2,16.6,1.8,0.0,7.6,20.8,0.1,0.0,0.2,0.27,4.6,0.2,4.8,0.0,False
jonestr01,Tre Jones,POINT GUARD,21,SAN ANTONIO SPURS,37,269,12.1,0.544,0.064,0.244,3.1,5.2,4.2,20.0,1.4,0.0,13.1,16.1,0.2,0.1,0.4,0.066,-2.2,-1.3,-3.5,-0.1,False
jonesty01,Tyus Jones,POINT GUARD,24,MEMPHIS GRIZZLIES,70,1222,15.0,0.511,0.339,0.109,1.8,10.4,6.1,28.6,2.5,0.4,10.0,16.6,1.5,1.3,2.8,0.11,-0.1,0.9,0.8,0.9,False
jordade01,DeAndre Jordan,CENTER,32,BROOKLYN NETS,57,1246,17.1,0.736,0.004,0.369,10.9,26.1,18.9,10.1,0.7,4.6,22.7,13.1,2.4,1.5,3.9,0.152,0.1,1.0,1.0,0.9,False
josepco01,Cory Joseph,POINT GUARD,29,SACRAMENTO KINGS,44,944,9.9,0.534,0.376,0.188,2.9,8.8,5.8,14.9,2.0,0.8,14.0,14.3,0.4,0.3,0.7,0.037,-3.0,-0.3,-3.3,-0.3,False
josepco01,Cory Joseph,POINT GUARD,29,DETROIT PISTONS,19,502,17.3,0.588,0.216,0.233,2.2,11.2,6.6,33.7,2.1,1.6,15.3,19.9,0.8,0.5,1.4,0.13,0.5,0.4,0.9,0.4,False
kabenmf01,Mfiondu Kabengele,POWER FORWARD,23,LOS ANGELES CLIPPERS,23,94,1.4,0.39,0.563,0.188,1.2,15.1,8.4,6.9,1.1,2.8,14.8,19.2,-0.3,0.1,-0.1,-0.075,-9.2,-0.9,-10.1,-0.2,False
kabenmf01,Mfiondu Kabengele,POWER FORWARD,23,CLEVELAND CAVALIERS,16,186,13.7,0.538,0.561,0.246,6.5,21.6,13.8,9.7,1.6,4.8,12.5,16.9,0.1,0.2,0.3,0.078,-1.9,0.6,-1.3,0.0,False
kaminfr01,Frank Kaminsky,CENTER,27,PHOENIX SUNS,47,715,15.8,0.547,0.331,0.233,5.8,23.7,14.9,15.3,1.0,2.1,7.2,19.0,1.1,0.9,2.0,0.133,0.4,0.8,1.3,0.6,False
kennalu01,Luke Kennard,SHOOTING GUARD,24,LOS ANGELES CLIPPERS,63,1232,12.7,0.608,0.541,0.075,1.4,13.0,7.3,11.9,0.9,0.7,10.1,17.1,1.6,1.1,2.7,0.105,0.3,-0.5,-0.2,0.6,False
kinglo02,Louis King,SMALL FORWARD,21,SACRAMENTO KINGS,6,85,21.2,0.6,0.324,0.176,6.4,17.2,11.8,15.4,4.0,3.0,9.8,20.6,0.2,0.1,0.3,0.16,2.3,2.5,4.9,0.1,False
klebima01,Maxi Kleber,POWER FORWARD,29,DALLAS MAVERICKS,50,1341,10.6,0.606,0.771,0.135,3.9,17.4,10.7,6.6,0.9,2.4,9.3,10.6,1.6,1.3,2.9,0.103,-0.5,0.5,0.0,0.7,False
knighna01,Nathan Knight,POWER FORWARD,23,ATLANTA HAWKS,33,279,13.9,0.499,0.33,0.55,10.8,17.3,14.1,4.0,1.6,3.2,10.8,21.7,0.1,0.3,0.4,0.07,-2.6,-1.0,-3.7,-0.1,False
knoxke01,Kevin Knox,SMALL FORWARD,21,NEW YORK KNICKS,42,464,9.1,0.537,0.622,0.14,2.4,11.8,7.1,5.9,1.3,1.2,10.1,16.2,0.0,0.6,0.6,0.065,-1.7,0.4,-1.4,0.1,False
konchjo01,John Konchar,SHOOTING GUARD,24,MEMPHIS GRIZZLIES,43,575,14.8,0.608,0.406,0.217,6.4,17.3,11.8,10.7,2.5,1.4,10.6,12.4,0.9,0.8,1.7,0.145,-0.2,1.4,1.2,0.5,False
korkmfu01,Furkan Korkmaz,SHOOTING GUARD,23,PHILADELPHIA 76ERS,55,1062,12.8,0.544,0.634,0.193,1.8,9.8,5.9,11.1,2.2,0.8,9.1,20.5,0.6,1.5,2.0,0.092,-0.3,0.2,-0.1,0.5,False
kornelu01,Luke Kornet,POWER FORWARD,25,CHICAGO BULLS,13,94,9.8,0.452,0.852,0.148,1.2,16.3,8.8,5.5,1.0,6.5,3.4,13.7,0.0,0.1,0.1,0.047,-0.6,1.3,0.6,0.1,False
kornelu01,Luke Kornet,CENTER,25,BOSTON CELTICS,18,254,14.5,0.534,0.486,0.027,5.7,17.2,11.4,10.9,0.4,9.2,7.4,13.7,0.3,0.3,0.6,0.113,-0.8,1.8,0.9,0.2,False
kurucro01,Rodions Kurucs,POWER FORWARD,22,BROOKLYN NETS,5,16,7.7,0.5,0.667,0.0,0.0,19.7,10.4,15.1,0.0,0.0,0.0,8.2,0.0,0.0,0.0,0.082,-0.8,0.8,0.0,0.0,False
kurucro01,Rodions Kurucs,SMALL FORWARD,22,HOUSTON ROCKETS,11,75,0.8,0.297,0.714,0.095,2.7,13.4,7.8,7.1,3.8,4.8,29.1,17.5,-0.4,0.1,-0.3,-0.176,-10.1,1.5,-8.6,-0.1,False
kurucro01,Rodions Kurucs,SMALL FORWARD,22,MILWAUKEE BUCKS,5,34,17.9,0.845,0.5,0.25,9.6,17.9,13.9,15.0,4.1,0.0,31.1,15.9,0.1,0.1,0.1,0.199,-0.9,3.1,2.2,0.0,False
kuzmaky01,Kyle Kuzma,SMALL FORWARD,25,LOS ANGELES LAKERS,68,1954,12.7,0.546,0.502,0.128,6.3,17.7,12.0,9.8,0.9,1.9,12.4,20.3,0.4,2.9,3.3,0.08,-0.4,-0.1,-0.4,0.8,False
lamban01,Anthony Lamb,SMALL FORWARD,23,HOUSTON ROCKETS,24,415,8.7,0.523,0.602,0.178,6.7,11.5,9.0,7.9,0.7,1.1,13.0,15.0,0.1,0.1,0.2,0.023,-3.4,-2.7,-6.1,-0.4,False
lambje01,Jeremy Lamb,SHOOTING GUARD,28,INDIANA PACERS,36,765,15.8,0.587,0.464,0.272,3.6,14.9,9.3,9.4,2.1,2.4,6.6,18.4,1.2,0.9,2.1,0.132,0.7,0.7,1.4,0.7,False
langfro01,Romeo Langford,SHOOTING GUARD,21,BOSTON CELTICS,18,283,5.1,0.436,0.305,0.203,4.7,9.1,6.9,5.9,1.0,1.7,13.5,11.3,-0.2,0.2,0.0,0.003,-4.9,0.2,-4.6,-0.2,False
lavinza01,Zach LaVine,SHOOTING GUARD,25,CHICAGO BULLS,58,2034,21.5,0.634,0.425,0.265,2.0,13.6,7.9,23.4,1.1,1.2,13.9,31.0,4.0,1.8,5.9,0.138,4.9,-0.8,4.0,3.1,False
laymaja01,Jake Layman,SMALL FORWARD,26,MINNESOTA TIMBERWOLVES,45,627,11.4,0.577,0.424,0.201,2.2,9.7,5.8,6.4,2.2,2.6,11.5,15.1,0.2,0.5,0.7,0.051,-2.2,0.2,-2.1,0.0,False
leaftj01,T.J. Leaf,POWER FORWARD,23,PORTLAND TRAIL BLAZERS,7,35,11.2,0.551,0.0,0.2,0.0,15.7,7.6,4.0,2.8,2.6,15.5,15.8,0.0,0.0,0.0,0.022,-3.9,0.9,-3.0,0.0,False
lecquja01,Jalen Lecque,POINT GUARD,20,INDIANA PACERS,4,12,4.7,0.242,0.111,0.333,18.2,27.0,22.6,20.6,0.0,0.0,0.0,36.6,-0.1,0.0,-0.1,-0.232,-6.6,-6.3,-13.0,0.0,False
leeda03,Damion Lee,SHOOTING GUARD,28,GOLDEN STATE WARRIORS,57,1079,11.8,0.636,0.708,0.161,2.2,15.4,8.9,9.1,1.7,0.7,9.3,12.8,1.4,1.3,2.7,0.119,-0.7,0.9,0.2,0.6,False
leesa01,Saben Lee,POINT GUARD,21,DETROIT PISTONS,48,781,13.8,0.536,0.11,0.424,2.8,11.1,6.9,33.2,2.0,1.5,18.1,17.0,0.7,0.8,1.5,0.091,-2.1,0.2,-2.0,0.0,False
lenal01,Alex Len,CENTER,27,TORONTO RAPTORS,7,76,4.3,0.633,0.6,0.6,0.0,16.5,8.0,5.2,0.6,7.9,38.8,11.7,-0.1,0.1,-0.1,-0.033,-6.5,2.5,-4.0,0.0,False
lenal01,Alex Len,CENTER,27,WASHINGTON WIZARDS,57,903,17.5,0.643,0.071,0.41,9.2,20.0,14.6,7.2,1.0,5.4,12.9,16.7,1.6,1.2,2.8,0.147,-0.7,0.9,0.2,0.5,False
leonaka01,Kawhi Leonard,SMALL FORWARD,29,LOS ANGELES CLIPPERS,52,1773,26.0,0.622,0.28,0.325,3.6,17.4,10.7,24.9,2.3,1.1,9.2,28.6,6.4,2.4,8.8,0.238,6.0,1.3,7.3,4.2,False
leoname01,Meyers Leonard,CENTER,28,MIAMI HEAT,3,29,6.6,0.635,1.0,0.286,0.0,27.1,13.8,9.7,0.0,0.0,20.2,15.4,0.0,0.0,0.0,0.038,-3.3,-0.4,-3.7,0.0,False
leverca01,Caris LeVert,SHOOTING GUARD,26,BROOKLYN NETS,12,334,19.1,0.516,0.315,0.17,3.5,13.2,8.6,34.1,1.9,1.6,10.8,31.5,0.3,0.3,0.6,0.084,2.1,-0.6,1.5,0.3,False
leverca01,Caris LeVert,SHOOTING GUARD,26,INDIANA PACERS,35,1152,17.4,0.535,0.318,0.238,2.2,13.0,7.6,22.9,2.2,1.7,10.1,27.9,0.6,1.2,1.8,0.075,0.5,-0.5,0.0,0.6,False
lewiski01,Kira Lewis Jr.,POINT GUARD,19,NEW ORLEANS PELICANS,54,904,10.3,0.477,0.356,0.151,1.4,7.1,4.3,18.7,2.0,1.0,8.6,18.3,0.2,0.6,0.9,0.045,-3.2,-0.2,-3.4,-0.3,False
lillada01,Damian Lillard,POINT GUARD,30,PORTLAND TRAIL BLAZERS,67,2398,25.6,0.623,0.528,0.363,1.4,11.5,6.3,34.6,1.3,0.6,11.6,31.4,9.6,0.8,10.4,0.209,7.5,-1.3,6.3,5.0,False
littlna01,Nassir Little,POWER FORWARD,20,PORTLAND TRAIL BLAZERS,48,640,11.6,0.589,0.479,0.269,5.2,16.5,10.7,4.9,0.4,1.8,8.8,13.8,0.9,0.2,1.1,0.082,-1.1,-1.6,-2.7,-0.1,False
looneke01,Kevon Looney,CENTER,24,GOLDEN STATE WARRIORS,61,1161,11.9,0.575,0.086,0.244,10.9,18.6,14.8,13.4,0.8,1.7,14.5,9.4,2.0,1.4,3.4,0.139,-1.8,1.0,-0.9,0.3,False
lopezbr01,Brook Lopez,CENTER,32,MILWAUKEE BUCKS,70,1902,15.4,0.611,0.439,0.222,6.0,13.0,9.6,3.5,1.0,4.8,8.3,16.9,3.1,2.2,5.3,0.133,0.0,0.0,0.0,0.9,False
lopezro01,Robin Lopez,CENTER,32,WASHINGTON WIZARDS,71,1354,16.7,0.661,0.042,0.322,11.1,10.2,10.6,5.9,0.5,2.7,13.4,17.1,2.8,0.9,3.7,0.131,0.2,-1.2,-1.0,0.4,False
louzama01,Didi Louzada,SMALL FORWARD,21,NEW ORLEANS PELICANS,3,56,-0.9,0.308,0.615,0.0,1.9,3.9,2.9,6.5,1.7,0.0,18.8,12.0,-0.1,0.0,-0.1,-0.099,-7.8,-1.8,-9.6,-0.1,False
loveke01,Kevin Love,POWER FORWARD,32,CLEVELAND CAVALIERS,25,622,15.1,0.556,0.619,0.202,3.0,31.2,16.7,16.0,1.3,0.3,12.2,21.9,0.3,0.6,0.9,0.073,0.9,-0.9,-0.1,0.3,False
lowryky01,Kyle Lowry,POINT GUARD,34,TORONTO RAPTORS,46,1601,16.5,0.593,0.555,0.268,2.3,15.1,8.5,31.8,1.4,0.9,15.9,21.4,2.9,1.3,4.1,0.124,2.0,-0.4,1.6,1.5,False
luwawti01,Timothé Luwawu-Cabarrot,SMALL FORWARD,25,BROOKLYN NETS,58,1050,7.8,0.493,0.671,0.121,3.1,10.1,6.8,8.6,1.5,0.5,10.3,17.4,-0.3,0.7,0.3,0.015,-3.2,-1.2,-4.4,-0.6,False
lylestr01,Trey Lyles,POWER FORWARD,25,SAN ANTONIO SPURS,23,358,11.4,0.574,0.444,0.256,2.6,23.3,12.8,5.3,0.8,0.2,5.7,12.9,0.3,0.3,0.6,0.085,-1.3,-0.5,-1.8,0.0,False
magnawi01,Will Magnay,CENTER,22,NEW ORLEANS PELICANS,1,3,-35.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,28.0,0.0,0.0,0.0,-0.787,-30.7,-8.6,-39.3,0.0,False
makerth01,Thon Maker,CENTER,23,CLEVELAND CAVALIERS,8,76,18.6,0.657,0.111,0.611,11.5,15.1,13.3,7.9,1.3,4.7,11.6,14.8,0.2,0.1,0.3,0.174,-0.3,1.1,0.7,0.1,False
maledth01,Théo Maledon,POINT GUARD,19,OKLAHOMA CITY THUNDER,65,1778,8.2,0.489,0.51,0.22,1.4,11.0,6.2,18.8,1.5,0.5,17.3,19.4,-1.9,1.1,-0.8,-0.021,-4.0,-1.0,-5.0,-1.3,False
maneka01,Karim Mané,POINT GUARD,20,ORLANDO MAGIC,10,88,1.3,0.362,0.154,0.385,1.1,15.9,8.3,6.0,0.0,2.1,16.5,8.9,-0.1,0.0,-0.1,-0.045,-9.1,-0.8,-9.9,-0.2,False
mannte01,Terance Mann,SHOOTING GUARD,24,LOS ANGELES CLIPPERS,67,1263,13.8,0.603,0.26,0.269,5.1,16.1,10.8,11.3,1.1,0.9,9.3,15.1,2.4,1.3,3.7,0.141,-0.5,0.3,-0.2,0.6,False
mannini01,Nico Mannion,POINT GUARD,19,GOLDEN STATE WARRIORS,30,364,9.3,0.487,0.526,0.246,1.8,11.5,6.7,25.6,2.1,0.2,19.7,18.5,-0.2,0.4,0.2,0.029,-3.4,-0.5,-3.9,-0.2,False
marjabo01,Boban Marjanović,CENTER,32,DALLAS MAVERICKS,33,271,22.6,0.562,0.066,0.311,19.3,32.7,26.0,5.9,0.4,2.1,8.0,24.6,0.7,0.3,1.0,0.183,1.9,-2.6,-0.8,0.1,False
markkla01,Lauri Markkanen,POWER FORWARD,23,CHICAGO BULLS,51,1317,15.2,0.619,0.568,0.177,3.0,19.4,11.3,5.0,1.0,1.0,8.5,20.2,1.7,1.3,3.0,0.109,1.0,-0.9,0.1,0.7,False
marshna01,Naji Marshall,SMALL FORWARD,23,NEW ORLEANS PELICANS,32,700,11.4,0.508,0.397,0.359,2.3,20.6,11.5,16.5,1.8,1.4,13.6,16.8,0.2,0.7,0.9,0.061,-2.1,0.8,-1.3,0.1,False
martica02,Caleb Martin,SMALL FORWARD,25,CHARLOTTE HORNETS,53,818,9.5,0.465,0.488,0.25,4.0,14.8,9.3,11.5,2.2,1.5,10.4,16.7,-0.4,0.9,0.5,0.03,-3.6,0.2,-3.4,-0.3,False
martico01,Cody Martin,SMALL FORWARD,25,CHARLOTTE HORNETS,52,849,10.6,0.5,0.309,0.229,6.5,14.1,10.3,13.9,2.1,1.4,16.2,12.5,0.2,0.9,1.1,0.061,-2.7,0.7,-2.0,0.0,False
martije02,Jeremiah Martin,POINT GUARD,24,CLEVELAND CAVALIERS,9,75,1.4,0.313,0.364,0.152,2.9,7.6,5.2,7.9,3.3,2.4,14.6,23.9,-0.4,0.1,-0.3,-0.207,-8.3,-1.1,-9.5,-0.1,False
martike03,Kelan Martin,SMALL FORWARD,25,INDIANA PACERS,35,322,13.9,0.551,0.435,0.072,6.1,20.1,13.1,7.5,1.5,2.5,10.1,20.9,0.1,0.4,0.4,0.066,-1.1,-1.3,-2.4,0.0,False
martike04,Kenyon Martin Jr.,SMALL FORWARD,20,HOUSTON ROCKETS,45,1068,14.6,0.59,0.302,0.264,7.0,17.6,12.1,6.8,1.3,3.4,9.7,15.6,1.3,0.9,2.2,0.099,-1.4,-0.4,-1.8,0.0,False
masonfr01,Frank Mason III,POINT GUARD,26,ORLANDO MAGIC,4,79,7.5,0.462,0.208,0.292,3.8,12.2,7.9,22.3,0.0,0.0,15.6,17.5,0.0,0.0,0.0,-0.018,-5.2,-2.4,-7.7,-0.1,False
mathega01,Garrison Mathews,SHOOTING GUARD,24,WASHINGTON WIZARDS,64,1038,9.7,0.635,0.835,0.401,1.6,7.2,4.4,3.1,1.3,0.6,3.5,11.5,1.7,0.6,2.3,0.108,-1.7,-0.1,-1.8,0.1,False
mathida01,Dakota Mathias,SHOOTING GUARD,25,PHILADELPHIA 76ERS,8,123,9.8,0.474,0.542,0.125,0.9,5.3,3.1,15.1,0.4,2.2,1.9,18.1,0.0,0.1,0.2,0.061,-1.5,-1.0,-2.6,0.0,False
matthwe02,Wesley Matthews,SHOOTING GUARD,34,LOS ANGELES LAKERS,58,1130,7.2,0.517,0.782,0.163,2.0,7.2,4.6,6.3,1.6,1.3,8.8,11.4,0.2,1.5,1.7,0.073,-3.1,1.4,-1.7,0.1,False
maxeyty01,Tyrese Maxey,SHOOTING GUARD,20,PHILADELPHIA 76ERS,61,935,14.5,0.531,0.24,0.163,1.3,10.8,6.1,19.9,1.3,1.2,8.2,23.0,0.8,1.1,1.9,0.099,-1.0,-0.5,-1.5,0.1,False
mayssk01,Skylar Mays,SHOOTING GUARD,23,ATLANTA HAWKS,33,269,16.8,0.569,0.408,0.255,4.2,10.0,7.1,16.4,2.6,0.7,7.6,19.1,0.5,0.3,0.8,0.14,1.2,0.7,1.9,0.3,False
mccawpa01,Patrick McCaw,SMALL FORWARD,25,TORONTO RAPTORS,5,33,12.0,1.078,0.0,3.0,3.2,6.9,5.0,15.2,2.9,0.0,0.0,3.0,0.1,0.0,0.1,0.209,-2.7,3.6,0.9,0.0,False
mccolcj01,CJ McCollum,SHOOTING GUARD,29,PORTLAND TRAIL BLAZERS,47,1600,20.8,0.577,0.475,0.15,2.0,10.6,6.2,23.0,1.3,1.2,6.5,27.1,4.1,0.6,4.7,0.141,5.0,-1.1,3.9,2.4,False
mccontj01,T.J. McConnell,POINT GUARD,28,INDIANA PACERS,69,1796,16.9,0.583,0.098,0.098,3.3,12.1,7.7,34.3,3.4,1.0,20.9,15.3,2.6,2.2,4.8,0.128,-0.2,1.7,1.4,1.5,False
mcdanja02,Jaden McDaniels,POWER FORWARD,20,MINNESOTA TIMBERWOLVES,63,1511,8.9,0.552,0.54,0.123,3.6,13.4,8.3,6.4,1.1,3.4,10.8,12.0,0.5,0.9,1.4,0.046,-3.3,-0.2,-3.5,-0.6,False
mcdanja01,Jalen McDaniels,SMALL FORWARD,23,CHARLOTTE HORNETS,47,904,11.4,0.554,0.37,0.225,5.3,15.1,10.1,8.6,1.5,2.1,12.6,17.0,0.3,0.9,1.2,0.062,-2.8,-0.4,-3.2,-0.3,False
mcderdo01,Doug McDermott,POWER FORWARD,29,INDIANA PACERS,66,1619,15.6,0.635,0.43,0.147,4.0,10.7,7.4,7.8,0.6,0.3,7.0,20.0,3.1,0.7,3.8,0.112,1.4,-2.0,-0.6,0.6,False
mcderse01,Sean McDermott,SMALL FORWARD,24,MEMPHIS GRIZZLIES,18,158,7.2,0.534,0.667,0.242,4.0,8.8,6.4,3.1,0.6,1.7,9.9,10.8,0.1,0.1,0.2,0.05,-3.1,-1.2,-4.3,-0.1,False
mcgeeja01,JaVale McGee,CENTER,33,CLEVELAND CAVALIERS,33,503,18.4,0.554,0.093,0.256,11.7,26.5,18.9,11.4,1.6,7.1,15.8,24.6,0.0,0.8,0.8,0.074,-2.3,1.2,-1.1,0.1,False
mcgeeja01,JaVale McGee,CENTER,33,DENVER NUGGETS,13,175,12.9,0.498,0.06,0.179,15.0,29.7,22.4,4.8,0.8,7.8,17.2,21.8,-0.1,0.3,0.2,0.05,-6.4,-0.3,-6.6,-0.2,False
mcgruro01,Rodney McGruder,SHOOTING GUARD,29,DETROIT PISTONS,16,194,16.1,0.619,0.343,0.114,4.5,8.1,6.3,13.6,2.0,0.4,8.7,18.1,0.3,0.2,0.5,0.121,0.7,0.0,0.7,0.1,False
mckinal01,Alfonzo McKinnie,SMALL FORWARD,28,LOS ANGELES LAKERS,39,258,15.5,0.604,0.419,0.194,9.6,13.9,11.8,3.6,1.3,0.0,4.7,17.8,0.5,0.3,0.8,0.156,0.3,-0.8,-0.4,0.1,False
mclaujo01,Jordan McLaughlin,POINT GUARD,24,MINNESOTA TIMBERWOLVES,51,938,12.0,0.502,0.38,0.124,2.3,10.4,6.2,28.0,2.6,0.6,16.7,13.7,0.6,0.6,1.2,0.062,-2.0,0.2,-1.7,0.1,False
mclembe01,Ben McLemore,SHOOTING GUARD,27,HOUSTON ROCKETS,32,537,8.3,0.5,0.741,0.143,2.1,11.4,6.6,7.8,1.8,0.5,10.5,21.1,-0.5,0.3,-0.2,-0.019,-3.4,-1.1,-4.5,-0.3,False
