slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totals
fernabr01,Bruno Fernando,CENTER,22,ATLANTA HAWKS,33,226,6.2,0.475,0.045,0.5,7.9,29.4,18.9,5.8,0.9,1.2,28.1,14.4,-0.3,0.3,-0.1,-0.019,-6.1,-0.4,-6.5,-0.3,False
ferreyo01,Yogi Ferrell,POINT GUARD,27,CLEVELAND CAVALIERS,2,40,12.4,0.434,0.429,0.095,8.2,11.5,9.8,20.9,3.7,2.2,12.1,27.1,-0.1,0.1,0.0,-0.036,-1.9,1.0,-1.0,0.0,False
ferreyo01,Yogi Ferrell,POINT GUARD,27,LOS ANGELES CLIPPERS,8,96,15.3,0.473,0.528,0.194,2.4,11.4,7.0,23.7,2.1,1.9,0.0,18.0,0.2,0.1,0.3,0.154,0.0,0.7,0.7,0.1,False
finnedo01,Dorian Finney-Smith,POWER FORWARD,27,DALLAS MAVERICKS,60,1921,12.0,0.609,0.648,0.088,5.7,13.0,9.3,7.2,1.3,1.2,9.0,12.2,2.8,1.6,4.4,0.11,0.2,0.0,0.1,1.0,False
fittsma01,Malik Fitts,POWER FORWARD,23,LOS ANGELES CLIPPERS,3,11,2.9,0.5,0.667,0.0,0.0,29.8,15.3,0.0,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.049,-7.0,-2.1,-9.1,0.0,False
flynnma01,Malachi Flynn,POINT GUARD,22,TORONTO RAPTORS,47,928,10.9,0.484,0.494,0.165,1.1,13.0,6.9,21.4,2.0,0.8,10.5,19.0,0.0,0.8,0.8,0.041,-2.5,-0.2,-2.6,-0.1,False
forbebr01,Bryn Forbes,SHOOTING GUARD,27,MILWAUKEE BUCKS,70,1354,12.8,0.631,0.645,0.115,0.9,7.6,4.3,4.5,0.8,0.1,7.3,18.5,2.0,0.7,2.7,0.096,0.4,-1.7,-1.3,0.2,False
forretr01,Trent Forrest,POINT GUARD,22,UTAH JAZZ,30,302,11.2,0.554,0.366,0.268,4.0,11.1,7.7,19.9,1.5,1.1,20.9,14.3,0.3,0.4,0.7,0.106,-2.5,1.2,-1.3,0.1,False
fournev01,Evan Fournier,SMALL FORWARD,28,ORLANDO MAGIC,26,787,18.2,0.604,0.509,0.333,0.6,9.5,4.9,20.9,1.7,1.0,11.3,26.2,1.2,0.5,1.7,0.104,2.3,-0.6,1.7,0.7,False
fournev01,Evan Fournier,SHOOTING GUARD,28,BOSTON CELTICS,16,472,14.1,0.584,0.552,0.081,1.2,11.4,6.3,14.9,2.1,2.0,9.6,18.0,0.6,0.5,1.1,0.111,0.1,0.1,0.2,0.3,False
foxde01,De'Aaron Fox,POINT GUARD,23,SACRAMENTO KINGS,58,2036,20.7,0.565,0.288,0.376,1.8,9.4,5.5,32.7,2.1,1.1,11.9,31.0,3.4,0.8,4.2,0.098,3.1,-1.3,1.8,2.0,False
frankro01,Robert Franks,POWER FORWARD,24,ORLANDO MAGIC,7,101,16.5,0.638,0.536,0.464,6.0,8.5,7.2,7.4,1.4,2.7,5.6,15.3,0.3,0.1,0.3,0.158,0.7,-0.8,-0.2,0.0,False
fraziti01,Tim Frazier,POINT GUARD,30,MEMPHIS GRIZZLIES,5,62,-0.5,0.177,0.4,0.3,0.0,13.8,6.8,30.8,1.5,1.5,15.0,18.1,-0.3,0.1,-0.2,-0.169,-10.7,-1.2,-11.9,-0.2,False
kanteen01,Enes Freedom,CENTER,28,PORTLAND TRAIL BLAZERS,72,1758,22.4,0.636,0.007,0.292,16.8,31.9,24.2,7.2,0.9,2.4,11.0,17.4,5.7,1.7,7.5,0.204,2.1,-1.4,0.6,1.2,False
fultzma01,Markelle Fultz,POINT GUARD,22,ORLANDO MAGIC,8,215,12.0,0.458,0.154,0.183,2.3,10.0,6.0,33.1,1.8,0.8,13.8,26.2,-0.3,0.1,-0.1,-0.024,-3.6,-0.9,-4.4,-0.1,False
gabriwe01,Wenyen Gabriel,POWER FORWARD,23,NEW ORLEANS PELICANS,21,241,9.8,0.533,0.533,0.283,9.0,15.3,12.2,5.9,1.8,3.1,18.2,14.4,0.0,0.3,0.3,0.052,-3.2,-0.1,-3.3,-0.1,False
gaffoda01,Daniel Gafford,POWER FORWARD,22,CHICAGO BULLS,31,383,18.8,0.7,0.0,0.471,12.9,16.9,14.9,6.2,1.4,7.7,17.3,14.4,0.8,0.6,1.5,0.182,-1.3,1.6,0.3,0.2,False
gaffoda01,Daniel Gafford,CENTER,22,WASHINGTON WIZARDS,23,408,25.4,0.696,0.0,0.486,13.0,20.2,16.6,4.4,1.7,8.4,10.2,18.9,1.3,0.7,2.0,0.235,2.5,1.6,4.0,0.6,False
gallida01,Danilo Gallinari,POWER FORWARD,32,ATLANTA HAWKS,51,1222,16.3,0.613,0.535,0.366,1.6,17.0,9.5,9.2,1.2,0.7,7.2,21.2,2.7,1.0,3.7,0.146,1.7,-0.6,1.1,1.0,False
gallola01,Langston Galloway,SHOOTING GUARD,29,PHOENIX SUNS,40,438,12.1,0.605,0.578,0.156,1.8,8.9,5.4,8.0,0.9,0.0,7.6,17.3,0.6,0.3,0.9,0.096,-0.1,-0.8,-0.9,0.1,False
garlada01,Darius Garland,POINT GUARD,21,CLEVELAND CAVALIERS,54,1790,14.2,0.547,0.332,0.165,1.4,6.8,4.0,30.9,1.8,0.3,16.0,24.9,0.3,0.9,1.2,0.033,0.0,-2.1,-2.1,-0.1,False
gasolma01,Marc Gasol,CENTER,36,LOS ANGELES LAKERS,52,993,12.2,0.606,0.629,0.258,4.3,19.9,12.2,14.7,1.3,5.2,19.7,11.8,0.8,1.9,2.8,0.133,-1.4,3.7,2.3,1.1,False
gayru01,Rudy Gay,POWER FORWARD,34,SAN ANTONIO SPURS,63,1358,14.7,0.532,0.443,0.162,3.2,20.9,11.9,9.7,1.6,2.5,8.8,23.6,0.0,1.7,1.7,0.059,-0.1,0.0,-0.1,0.6,False
georgpa01,Paul George,SMALL FORWARD,30,LOS ANGELES CLIPPERS,54,1821,20.5,0.598,0.437,0.239,2.9,18.9,11.1,24.6,1.7,1.2,14.5,30.0,3.0,2.3,5.3,0.139,3.9,0.3,4.2,2.9,False
gibsota01,Taj Gibson,CENTER,35,NEW YORK KNICKS,45,936,16.0,0.661,0.095,0.348,11.6,17.3,14.5,5.4,1.7,5.0,10.8,9.7,2.1,1.7,3.8,0.195,-0.7,2.1,1.3,0.8,False
gilesha01,Harry Giles,CENTER,22,PORTLAND TRAIL BLAZERS,38,348,12.4,0.496,0.237,0.278,9.3,32.2,20.4,11.3,1.1,3.3,15.5,15.9,0.1,0.4,0.5,0.069,-3.2,0.2,-2.9,-0.1,False
gilgesh01,Shai Gilgeous-Alexander,SHOOTING GUARD,22,OKLAHOMA CITY THUNDER,35,1180,21.6,0.623,0.301,0.405,1.7,13.1,7.3,31.2,1.1,1.7,13.7,27.8,2.7,0.8,3.5,0.143,3.9,0.2,4.1,1.8,False
gillan01,Anthony Gill,POWER FORWARD,28,WASHINGTON WIZARDS,26,218,13.7,0.597,0.4,0.267,7.8,17.0,12.4,6.7,2.1,1.5,10.7,14.2,0.3,0.3,0.6,0.123,-1.6,0.3,-1.3,0.0,False
gillefr01,Freddie Gillespie,POWER FORWARD,23,TORONTO RAPTORS,20,392,13.4,0.563,0.0,0.393,11.4,16.0,13.6,3.2,1.6,5.1,10.9,12.2,0.5,0.5,0.9,0.116,-3.1,-0.1,-3.2,-0.1,False
goberru01,Rudy Gobert,CENTER,28,UTAH JAZZ,71,2187,23.5,0.683,0.007,0.646,12.2,33.5,23.3,6.0,0.9,7.0,13.7,17.0,6.1,5.2,11.3,0.248,2.1,2.8,4.9,3.8,False
goodwbr01,Brandon Goodwin,POINT GUARD,25,ATLANTA HAWKS,47,620,9.2,0.471,0.462,0.193,1.4,10.6,6.1,21.6,1.3,0.0,13.0,19.5,-0.2,0.4,0.2,0.013,-2.5,-0.6,-3.1,-0.2,False
gordoaa01,Aaron Gordon,POWER FORWARD,25,ORLANDO MAGIC,25,736,14.9,0.537,0.382,0.358,5.3,18.5,11.7,23.0,1.1,2.5,16.5,23.8,0.0,0.6,0.6,0.037,0.5,0.1,0.6,0.5,False
gordoaa01,Aaron Gordon,POWER FORWARD,25,DENVER NUGGETS,25,648,14.1,0.564,0.311,0.214,6.7,13.9,10.3,11.8,1.3,2.1,11.7,17.2,0.7,0.6,1.3,0.099,-0.1,-0.3,-0.4,0.3,False
gordoer01,Eric Gordon,SHOOTING GUARD,32,HOUSTON ROCKETS,27,789,14.4,0.577,0.572,0.311,1.0,7.1,3.9,14.6,0.8,1.5,10.9,25.2,0.6,0.2,0.8,0.048,0.7,-1.7,-1.1,0.2,False
grahade01,Devonte' Graham,POINT GUARD,25,CHARLOTTE HORNETS,55,1659,14.6,0.552,0.713,0.236,1.4,8.4,4.8,26.3,1.4,0.4,10.2,21.4,2.5,0.9,3.4,0.099,1.8,-1.1,0.7,1.1,False
grantje01,Jerami Grant,SMALL FORWARD,26,DETROIT PISTONS,54,1829,16.9,0.556,0.353,0.368,2.1,13.2,7.6,14.3,0.9,2.8,9.1,28.5,1.6,1.6,3.2,0.083,1.9,-0.8,1.1,1.4,False
greenda02,Danny Green,SMALL FORWARD,33,PHILADELPHIA 76ERS,69,1934,12.1,0.582,0.794,0.074,3.2,11.5,7.4,8.3,2.3,2.6,10.7,14.0,1.6,3.1,4.6,0.115,0.4,1.5,1.9,1.9,False
greendr01,Draymond Green,POWER FORWARD,30,GOLDEN STATE WARRIORS,63,1982,13.3,0.53,0.332,0.232,3.0,20.9,12.1,36.4,2.5,2.3,31.0,13.1,1.2,3.4,4.6,0.112,-1.6,3.3,1.7,1.9,False
greenja01,JaMychal Green,POWER FORWARD,30,DENVER NUGGETS,58,1120,13.6,0.59,0.529,0.152,8.6,19.4,14.0,6.4,1.1,1.9,11.7,17.6,1.4,1.2,2.6,0.11,-0.5,-1.0,-1.5,0.1,False
greenja02,Javonte Green,SMALL FORWARD,27,BOSTON CELTICS,25,345,11.8,0.624,0.31,0.423,6.4,10.4,8.4,4.3,2.5,0.5,13.4,12.1,0.4,0.3,0.8,0.105,-1.7,1.3,-0.5,0.1,False
greenja02,Javonte Green,SHOOTING GUARD,27,CHICAGO BULLS,16,128,13.1,0.579,0.258,0.323,5.3,11.1,8.2,6.1,3.8,2.7,14.5,14.0,0.1,0.2,0.3,0.114,-3.4,2.8,-0.6,0.0,False
greenje02,Jeff Green,POWER FORWARD,34,BROOKLYN NETS,68,1835,13.0,0.624,0.472,0.304,2.2,13.1,7.9,7.8,0.9,1.3,8.2,15.6,2.9,1.2,4.1,0.107,0.0,-0.9,-0.8,0.6,False
greenjo02,Josh Green,SHOOTING GUARD,20,DALLAS MAVERICKS,39,445,8.8,0.49,0.269,0.247,7.0,12.3,9.7,8.3,1.8,0.6,14.2,11.9,0.1,0.4,0.5,0.05,-3.7,0.1,-3.6,-0.2,False
griffbl01,Blake Griffin,POWER FORWARD,31,DETROIT PISTONS,20,626,9.8,0.491,0.559,0.279,1.2,17.4,9.2,18.4,1.1,0.3,11.4,19.6,-0.2,0.5,0.3,0.026,-1.9,-0.3,-2.2,-0.1,False
griffbl01,Blake Griffin,POWER FORWARD,31,BROOKLYN NETS,26,560,16.3,0.61,0.429,0.291,5.8,17.5,11.9,15.5,1.6,2.0,12.3,18.9,1.1,0.6,1.7,0.142,0.5,0.3,0.8,0.4,False
guyky01,Kyle Guy,POINT GUARD,23,SACRAMENTO KINGS,31,235,8.5,0.449,0.523,0.227,2.3,14.4,8.3,17.9,1.2,0.0,10.2,19.7,-0.1,0.1,-0.1,-0.015,-3.7,-2.1,-5.8,-0.2,False
hachiru01,Rui Hachimura,POWER FORWARD,22,WASHINGTON WIZARDS,57,1797,11.4,0.549,0.211,0.248,2.9,15.5,9.2,6.3,1.1,0.3,8.6,18.1,0.7,1.4,2.1,0.056,-2.2,-1.0,-3.1,-0.5,False
haganas01,Ashton Hagans,POINT GUARD,21,MINNESOTA TIMBERWOLVES,2,4,-12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.5,0.0,0.0,0.0,-0.353,-13.7,-7.4,-21.1,0.0,False
halibty01,Tyrese Haliburton,POINT GUARD,20,SACRAMENTO KINGS,58,1746,16.2,0.585,0.478,0.09,2.4,8.6,5.5,24.6,2.1,1.4,12.5,18.1,2.8,0.7,3.5,0.096,1.9,-0.5,1.4,1.5,False
halldo01,Donta Hall,POWER FORWARD,23,ORLANDO MAGIC,13,179,22.3,0.731,0.0,0.971,13.5,22.8,18.0,9.4,1.4,5.1,13.8,14.0,0.6,0.2,0.8,0.223,0.9,0.6,1.6,0.2,False
halljo01,Josh Hall,SMALL FORWARD,20,OKLAHOMA CITY THUNDER,21,336,1.0,0.363,0.374,0.444,1.8,16.6,9.1,11.6,0.6,0.3,17.4,18.1,-1.1,0.2,-0.9,-0.126,-9.7,-2.2,-11.9,-0.8,False
hamptrj01,R.J. Hampton,POINT GUARD,19,DENVER NUGGETS,25,233,7.7,0.49,0.3,0.2,4.9,19.4,12.2,7.7,1.1,0.8,14.4,14.3,-0.1,0.2,0.1,0.03,-4.5,-0.9,-5.4,-0.2,False
hamptrj01,R.J. Hampton,SHOOTING GUARD,19,ORLANDO MAGIC,26,655,12.3,0.511,0.273,0.277,2.9,18.0,10.2,17.8,1.2,1.1,12.9,21.5,-0.2,0.5,0.2,0.018,-2.0,-1.3,-3.3,-0.2,False
hardati02,Tim Hardaway Jr.,SHOOTING GUARD,28,DALLAS MAVERICKS,70,1985,15.7,0.589,0.581,0.191,1.1,11.5,6.4,9.8,0.8,0.5,6.1,23.4,3.2,1.2,4.3,0.105,2.0,-1.7,0.4,1.2,False
hardeja01,James Harden,SHOOTING GUARD,31,HOUSTON ROCKETS,8,290,22.4,0.613,0.533,0.444,1.8,13.8,7.5,46.9,1.1,1.8,17.4,28.7,0.8,0.2,1.0,0.159,5.5,-0.5,5.0,0.5,False
hardeja01,James Harden,POINT GUARD,31,BROOKLYN NETS,36,1319,25.0,0.619,0.437,0.439,2.6,22.1,12.9,43.8,1.7,1.8,16.7,28.4,4.5,1.5,6.0,0.219,6.4,1.3,7.7,3.2,False
harklma01,Maurice Harkless,SMALL FORWARD,27,MIAMI HEAT,11,124,4.6,0.54,0.846,0.154,1.9,10.0,6.0,7.3,0.8,3.4,17.8,6.1,0.0,0.1,0.1,0.046,-3.5,0.7,-2.8,0.0,False
harklma01,Maurice Harkless,POWER FORWARD,27,SACRAMENTO KINGS,26,648,8.8,0.526,0.48,0.27,1.9,11.3,6.5,7.3,2.1,2.1,10.1,12.6,0.1,0.3,0.5,0.036,-3.8,0.0,-3.8,-0.3,False
harpeja01,Jared Harper,POINT GUARD,23,NEW YORK KNICKS,8,16,-10.8,0.26,0.25,1.0,0.0,13.4,6.8,7.7,0.0,0.0,34.2,24.4,-0.1,0.0,-0.1,-0.365,-16.6,-5.5,-22.1,-0.1,False
harremo01,Montrezl Harrell,CENTER,27,LOS ANGELES LAKERS,69,1580,22.7,0.65,0.017,0.425,11.3,19.1,15.2,7.7,1.4,2.8,9.4,21.7,4.5,2.7,7.3,0.221,2.3,0.7,3.0,2.0,False
harriga01,Gary Harris,SHOOTING GUARD,26,DENVER NUGGETS,19,581,9.3,0.544,0.481,0.192,2.5,6.6,4.6,7.1,1.4,0.7,7.6,13.8,0.4,0.4,0.8,0.065,-2.2,-0.6,-2.8,-0.1,False
harriga01,Gary Harris,SHOOTING GUARD,26,ORLANDO MAGIC,20,499,9.0,0.485,0.349,0.254,1.6,5.2,3.3,14.0,1.1,1.3,9.9,20.2,-0.2,0.2,0.0,-0.005,-3.6,-2.2,-5.8,-0.5,False
harrija01,Jalen Harris,SHOOTING GUARD,22,TORONTO RAPTORS,13,172,15.2,0.632,0.5,0.125,1.9,9.9,5.8,16.0,2.3,0.0,15.6,22.6,0.1,0.1,0.3,0.079,0.5,-0.3,0.3,0.1,False
harrijo01,Joe Harris,SMALL FORWARD,29,BROOKLYN NETS,69,2141,14.1,0.663,0.628,0.089,2.3,10.1,6.4,8.4,1.0,0.6,7.8,16.2,4.1,1.1,5.2,0.117,1.5,-1.2,0.4,1.3,False
harrito02,Tobias Harris,POWER FORWARD,28,PHILADELPHIA 76ERS,62,2014,20.0,0.597,0.225,0.221,3.5,19.2,11.4,17.6,1.3,2.3,9.5,23.9,4.1,3.1,7.1,0.17,2.9,0.8,3.7,2.9,False
harrish01,Shaquille Harrison,SHOOTING GUARD,27,UTAH JAZZ,17,56,6.5,0.375,0.1,0.3,5.9,10.9,8.5,21.5,1.7,0.0,18.1,21.3,-0.1,0.1,0.0,-0.033,-6.4,-0.3,-6.7,-0.1,False
harrish01,Shaquille Harrison,SHOOTING GUARD,27,DENVER NUGGETS,17,277,6.9,0.431,0.241,0.276,1.6,14.3,8.0,7.1,2.7,1.8,8.4,11.2,-0.1,0.4,0.2,0.042,-5.4,1.8,-3.6,-0.1,False
hartjo01,Josh Hart,SMALL FORWARD,25,NEW ORLEANS PELICANS,47,1349,12.2,0.566,0.561,0.259,4.3,26.1,15.2,10.6,1.4,0.8,11.3,13.5,1.4,1.3,2.7,0.097,-1.1,0.3,-0.8,0.4,False
harteis01,Isaiah Hartenstein,CENTER,22,DENVER NUGGETS,30,272,15.5,0.543,0.0,0.45,16.7,18.7,17.7,7.5,2.0,7.2,18.0,18.7,0.2,0.5,0.7,0.115,-4.3,0.6,-3.7,-0.1,False
harteis01,Isaiah Hartenstein,CENTER,22,CLEVELAND CAVALIERS,16,287,20.3,0.62,0.066,0.385,9.5,28.4,18.7,22.8,1.4,5.9,17.8,19.6,0.5,0.4,0.9,0.151,-0.6,2.3,1.7,0.3,False
hasleud01,Udonis Haslem,CENTER,40,MIAMI HEAT,1,3,54.6,1.0,0.0,0.0,0.0,37.5,19.1,0.0,0.0,0.0,0.0,30.1,0.0,0.0,0.0,0.475,24.1,7.0,31.1,0.0,False
hayesja02,Jaxson Hayes,CENTER,20,NEW ORLEANS PELICANS,60,964,19.1,0.675,0.05,0.429,10.4,18.6,14.5,5.2,1.2,3.7,10.5,16.2,2.6,1.0,3.5,0.176,0.6,0.0,0.6,0.6,False
hayeski01,Killian Hayes,POINT GUARD,19,DETROIT PISTONS,26,670,5.3,0.422,0.358,0.085,1.0,10.6,5.7,29.7,2.0,1.3,28.5,19.0,-1.8,0.6,-1.1,-0.081,-6.3,-0.9,-7.2,-0.9,False
haywago01,Gordon Hayward,SMALL FORWARD,30,CHARLOTTE HORNETS,44,1496,17.6,0.584,0.312,0.281,2.6,16.3,9.3,19.5,1.7,0.9,11.0,23.9,2.2,1.4,3.5,0.114,1.6,-0.1,1.6,1.4,False
hernaju01,Juancho Hernangómez,POWER FORWARD,25,MINNESOTA TIMBERWOLVES,52,900,12.1,0.549,0.562,0.324,5.2,20.0,12.3,5.6,1.0,0.7,7.3,17.2,0.6,0.5,1.1,0.06,-1.1,-1.8,-2.9,-0.2,False
hernawi01,Willy Hernangómez,CENTER,26,NEW ORLEANS PELICANS,47,846,19.6,0.591,0.037,0.347,15.0,27.8,21.4,8.5,1.2,2.6,9.9,17.0,1.9,1.0,2.9,0.163,1.0,-1.0,0.0,0.4,False
herroty01,Tyler Herro,SHOOTING GUARD,21,MIAMI HEAT,54,1635,13.3,0.543,0.425,0.167,1.8,16.7,9.4,18.0,1.1,1.1,11.9,23.5,0.1,1.6,1.7,0.049,-0.3,-1.0,-1.3,0.3,False
hieldbu01,Buddy Hield,SHOOTING GUARD,28,SACRAMENTO KINGS,71,2433,12.8,0.567,0.727,0.105,1.3,14.1,7.6,14.7,1.2,1.0,11.1,20.7,1.5,0.7,2.2,0.044,1.0,-1.6,-0.6,0.9,False
hillge01,George Hill,POINT GUARD,34,OKLAHOMA CITY THUNDER,14,369,15.9,0.63,0.475,0.208,2.2,6.0,4.1,18.2,1.5,0.5,8.4,16.5,0.8,0.2,1.0,0.129,0.9,0.1,1.0,0.3,False
hillge01,George Hill,POINT GUARD,34,PHILADELPHIA 76ERS,16,303,9.7,0.545,0.299,0.325,3.0,8.6,5.8,13.3,1.8,0.9,17.8,15.2,0.0,0.4,0.4,0.065,-3.3,-0.5,-3.9,-0.1,False
hillso01,Solomon Hill,POWER FORWARD,29,ATLANTA HAWKS,71,1513,6.7,0.498,0.711,0.154,3.1,12.2,7.7,6.4,1.6,0.6,11.7,10.4,0.1,1.2,1.3,0.04,-3.0,0.5,-2.5,-0.2,False
hintona01,Nate Hinton,SHOOTING GUARD,21,DALLAS MAVERICKS,21,93,10.4,0.442,0.452,0.238,1.2,9.4,5.3,12.4,3.7,2.0,9.7,24.4,-0.2,0.1,0.0,-0.015,-4.5,1.0,-3.4,0.0,False
hoardja01,Jaylen Hoard,SMALL FORWARD,21,OKLAHOMA CITY THUNDER,19,320,13.4,0.547,0.125,0.466,6.7,14.5,10.6,11.2,1.9,1.4,13.8,16.3,0.2,0.3,0.5,0.07,-2.2,-0.3,-2.5,0.0,False
holidaa01,Aaron Holiday,POINT GUARD,24,INDIANA PACERS,66,1176,9.2,0.503,0.417,0.19,1.4,6.8,4.1,14.0,1.8,0.9,12.3,19.5,-0.6,0.8,0.2,0.009,-3.3,-0.9,-4.2,-0.7,False
holidjr01,Jrue Holiday,POINT GUARD,30,MILWAUKEE BUCKS,59,1907,20.0,0.592,0.344,0.165,4.2,10.4,7.4,26.3,2.4,1.7,12.6,22.2,4.3,2.2,6.6,0.165,2.8,0.6,3.4,2.6,False
holidju01,Justin Holiday,SHOOTING GUARD,31,INDIANA PACERS,72,2183,10.4,0.571,0.725,0.136,1.6,11.1,6.4,7.0,1.6,1.5,7.5,14.0,1.4,1.8,3.1,0.069,-0.9,-0.1,-1.0,0.6,False
holliro01,Rondae Hollis-Jefferson,POWER FORWARD,26,PORTLAND TRAIL BLAZERS,11,107,14.4,0.539,0.056,0.889,10.7,15.4,13.0,15.7,0.9,3.4,7.4,10.9,0.3,0.1,0.3,0.147,-1.1,1.2,0.1,0.1,False
holmeri01,Richaun Holmes,CENTER,27,SACRAMENTO KINGS,61,1782,20.2,0.669,0.019,0.296,8.8,22.7,15.7,8.3,1.1,4.6,10.3,17.5,4.7,1.4,6.1,0.165,0.6,0.0,0.6,1.2,False
hoodro01,Rodney Hood,SMALL FORWARD,28,PORTLAND TRAIL BLAZERS,38,726,5.0,0.436,0.418,0.06,2.6,8.3,5.4,8.5,1.3,0.5,13.1,14.1,-0.7,0.2,-0.5,-0.034,-5.3,-1.5,-6.8,-0.9,False
hoodro01,Rodney Hood,SMALL FORWARD,28,TORONTO RAPTORS,17,216,7.5,0.5,0.492,0.271,2.5,13.2,7.6,3.8,0.9,1.4,7.0,14.2,0.0,0.1,0.1,0.029,-3.6,-1.4,-4.9,-0.2,False
horfoal01,Al Horford,CENTER,34,OKLAHOMA CITY THUNDER,28,782,17.4,0.538,0.422,0.061,3.8,21.4,12.5,20.1,1.5,2.9,7.3,21.6,0.8,0.9,1.6,0.101,2.0,1.4,3.4,1.1,False
hortota01,Talen Horton-Tucker,SHOOTING GUARD,20,LOS ANGELES LAKERS,65,1304,12.9,0.536,0.268,0.264,2.2,12.3,7.3,20.8,2.4,1.4,16.1,21.7,-0.1,2.2,2.1,0.078,-2.6,1.5,-1.2,0.3,False
houseda01,Danuel House Jr.,SMALL FORWARD,27,HOUSTON ROCKETS,36,932,9.1,0.525,0.574,0.232,2.0,13.6,7.5,10.6,1.0,1.5,10.7,15.3,0.0,0.5,0.5,0.026,-2.8,-0.7,-3.5,-0.3,False
howardw01,Dwight Howard,CENTER,35,PHILADELPHIA 76ERS,69,1196,17.8,0.61,0.066,0.693,17.8,35.3,26.7,7.2,1.2,4.7,22.1,18.2,1.3,2.6,4.0,0.159,-2.1,0.6,-1.5,0.1,False
howarma02,Markus Howard,SHOOTING GUARD,21,DENVER NUGGETS,37,205,6.4,0.477,0.613,0.085,0.6,11.0,5.8,12.6,1.0,0.5,14.1,27.2,-0.4,0.1,-0.3,-0.068,-5.5,-3.2,-8.7,-0.3,False
huertke01,Kevin Huerter,SHOOTING GUARD,22,ATLANTA HAWKS,69,2126,12.2,0.541,0.528,0.088,2.0,9.7,6.0,16.3,1.9,0.7,9.4,17.2,1.9,1.7,3.6,0.08,-0.6,0.4,-0.3,1.0,False
hugheel01,Elijah Hughes,SMALL FORWARD,22,UTAH JAZZ,18,64,8.4,0.488,0.767,0.133,1.7,12.7,7.5,13.4,0.8,1.3,15.9,25.4,-0.1,0.1,0.0,-0.013,-1.4,-1.3,-2.8,0.0,False
huntede01,De'Andre Hunter,SMALL FORWARD,23,ATLANTA HAWKS,23,678,15.7,0.603,0.383,0.343,2.8,14.7,8.9,9.7,1.4,1.6,9.2,20.2,1.2,0.6,1.7,0.123,0.6,0.6,1.2,0.5,False
hutchch01,Chandler Hutchison,SMALL FORWARD,24,CHICAGO BULLS,7,64,0.4,0.344,0.167,0.111,1.8,32.6,17.3,7.9,0.8,0.0,20.9,16.2,-0.2,0.1,-0.1,-0.103,-9.3,-0.7,-10.0,-0.1,False
hutchch01,Chandler Hutchison,SMALL FORWARD,24,WASHINGTON WIZARDS,18,282,8.2,0.494,0.224,0.271,1.9,19.9,10.9,6.0,1.8,1.5,13.6,16.2,-0.2,0.3,0.1,0.014,-4.9,0.3,-4.5,-0.2,False
ibakase01,Serge Ibaka,CENTER,31,LOS ANGELES CLIPPERS,41,955,18.2,0.585,0.315,0.145,8.9,23.1,16.2,11.5,0.5,4.4,10.2,20.1,1.7,1.3,3.0,0.15,1.2,0.2,1.4,0.8,False
iguodan01,Andre Iguodala,SMALL FORWARD,37,MIAMI HEAT,63,1339,9.2,0.519,0.734,0.153,3.3,15.4,9.4,14.3,2.1,2.7,20.2,11.2,-0.1,1.8,1.7,0.062,-2.2,1.8,-0.4,0.5,False
ilyaser01,Ersan İlyasova,POWER FORWARD,33,UTAH JAZZ,17,148,12.1,0.578,0.759,0.093,5.3,15.1,10.4,3.8,3.3,1.6,12.5,18.7,0.1,0.3,0.4,0.122,-2.5,1.7,-0.9,0.0,False
inglejo01,Joe Ingles,SMALL FORWARD,33,UTAH JAZZ,67,1867,15.9,0.672,0.722,0.16,1.6,11.8,6.9,24.0,1.2,0.5,16.3,16.6,4.7,2.3,7.0,0.18,2.6,0.9,3.5,2.6,False
ingrabr01,Brandon Ingram,SMALL FORWARD,23,NEW ORLEANS PELICANS,61,2093,19.2,0.584,0.341,0.291,1.8,13.7,7.8,22.4,1.0,1.6,11.0,28.0,3.9,1.3,5.3,0.12,3.3,-1.1,2.2,2.2,False
irvinky01,Kyrie Irving,POINT GUARD,28,BROOKLYN NETS,54,1886,24.4,0.614,0.348,0.201,3.2,11.4,7.5,28.6,1.9,1.7,9.9,30.4,5.8,1.6,7.4,0.189,5.7,-0.2,5.5,3.6,False
iwundwe01,Wes Iwundu,SMALL FORWARD,26,DALLAS MAVERICKS,23,288,4.9,0.421,0.442,0.269,2.3,14.4,8.4,4.4,1.5,1.0,9.4,9.9,-0.2,0.3,0.1,0.015,-5.5,0.5,-4.9,-0.2,False
iwundwe01,Wes Iwundu,SMALL FORWARD,26,NEW ORLEANS PELICANS,18,251,3.7,0.435,0.36,0.34,3.9,16.0,9.9,3.9,1.1,0.4,18.4,11.8,-0.3,0.2,-0.1,-0.025,-6.8,-1.2,-7.9,-0.4,False
