slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totals
adamsst01,Steven Adams,CENTER,26,OKLAHOMA CITY THUNDER,63,1680,20.5,0.604,0.006,0.421,14.0,24.0,19.2,13.2,1.5,3.4,14.2,17.3,3.8,2.7,6.5,0.185,1.9,1.1,2.9,2.1,False
adebaba01,Bam Adebayo,POWER FORWARD,22,MIAMI HEAT,72,2417,20.3,0.598,0.018,0.484,8.5,24.9,17.0,24.2,1.7,3.8,17.6,21.2,4.6,3.9,8.5,0.168,1.4,2.0,3.4,3.3,False
aldrila01,LaMarcus Aldridge,CENTER,34,SAN ANTONIO SPURS,53,1754,19.7,0.571,0.198,0.241,6.3,17.8,12.0,11.4,1.0,4.4,7.8,23.4,3.0,1.4,4.5,0.122,1.8,-0.5,1.4,1.5,False
alexaky01,Kyle Alexander,CENTER,23,MIAMI HEAT,2,13,4.7,0.5,0.0,0.0,17.9,8.3,12.9,0.0,0.0,0.0,33.3,10.2,0.0,0.0,0.0,-0.003,-6.4,-3.7,-10.1,0.0,False
alexani01,Nickeil Alexander-Walker,SHOOTING GUARD,21,NEW ORLEANS PELICANS,47,591,8.9,0.473,0.5,0.139,1.6,13.5,7.5,21.1,1.3,1.1,16.1,23.3,-0.7,0.4,-0.2,-0.02,-3.2,-1.4,-4.6,-0.4,False
allengr01,Grayson Allen,SHOOTING GUARD,24,MEMPHIS GRIZZLIES,38,718,12.0,0.609,0.562,0.179,1.2,11.1,6.2,10.0,0.7,0.2,10.9,17.6,0.8,0.4,1.2,0.082,-0.1,-1.2,-1.3,0.1,False
allenja01,Jarrett Allen,CENTER,21,BROOKLYN NETS,70,1852,20.7,0.664,0.013,0.581,12.3,24.9,18.7,8.9,1.0,4.2,11.7,14.9,5.2,2.9,8.2,0.212,1.4,1.0,2.3,2.0,False
allenka01,Kadeem Allen,POINT GUARD,27,NEW YORK KNICKS,10,117,14.0,0.512,0.364,0.25,1.8,6.6,4.1,27.0,2.1,1.6,14.1,20.6,0.1,0.1,0.1,0.053,-0.3,-0.7,-0.9,0.0,False
aminual01,Al-Farouq Aminu,POWER FORWARD,29,ORLANDO MAGIC,18,380,7.6,0.395,0.419,0.337,6.6,18.4,12.3,7.4,2.3,1.9,14.7,13.2,-0.4,0.5,0.1,0.014,-4.4,1.4,-3.0,-0.1,False
anderju01,Justin Anderson,SHOOTING GUARD,26,BROOKLYN NETS,10,107,3.2,0.352,0.763,0.105,1.0,18.9,10.2,10.1,0.0,4.7,9.1,17.1,-0.2,0.1,-0.1,-0.054,-6.8,-1.0,-7.7,-0.2,False
anderky01,Kyle Anderson,SMALL FORWARD,26,MEMPHIS GRIZZLIES,67,1330,12.5,0.534,0.257,0.236,4.7,17.6,11.3,15.9,1.9,2.4,15.3,13.5,0.9,1.7,2.5,0.091,-1.5,2.0,0.5,0.9,False
anderry01,Ryan Anderson,CENTER,31,HOUSTON ROCKETS,2,14,9.4,0.357,0.714,0.0,0.0,52.9,26.2,20.4,3.3,0.0,12.5,23.7,0.0,0.0,0.0,-0.037,-3.3,0.5,-2.8,0.0,False
antetgi01,Giannis Antetokounmpo,POWER FORWARD,25,MILWAUKEE BUCKS,63,1917,31.9,0.613,0.237,0.508,7.7,34.8,22.1,34.2,1.5,3.0,13.2,37.5,6.1,5.0,11.1,0.279,7.4,4.1,11.5,6.6,False
antetko01,Kostas Antetokounmpo,POWER FORWARD,22,LOS ANGELES LAKERS,5,20,16.3,0.902,0.0,0.667,11.1,5.4,8.2,13.7,0.0,0.0,20.5,10.3,0.1,0.0,0.1,0.193,0.2,-0.9,-0.7,0.0,False
antetth01,Thanasis Antetokounmpo,SMALL FORWARD,27,MILWAUKEE BUCKS,20,129,12.2,0.496,0.208,0.354,9.8,8.7,9.2,16.3,2.5,1.4,17.8,21.6,-0.1,0.2,0.2,0.07,-4.6,1.4,-3.2,0.0,False
anthoca01,Carmelo Anthony,POWER FORWARD,35,PORTLAND TRAIL BLAZERS,58,1902,12.4,0.525,0.289,0.206,3.9,16.1,10.1,6.4,1.2,1.2,10.5,21.2,0.4,0.9,1.3,0.033,-1.8,-1.8,-3.6,-0.8,False
anunoog01,OG Anunoby,SMALL FORWARD,22,TORONTO RAPTORS,69,2066,13.2,0.6,0.403,0.18,4.2,14.2,9.3,7.5,2.2,2.1,11.5,14.3,2.1,3.7,5.7,0.134,-0.8,2.0,1.2,1.7,False
arcidry01,Ryan Arcidiacono,POINT GUARD,25,CHICAGO BULLS,58,930,9.0,0.551,0.627,0.173,2.3,11.2,6.5,14.3,1.4,0.3,13.5,12.5,0.7,0.7,1.4,0.071,-2.7,-0.1,-2.8,-0.2,False
arizatr01,Trevor Ariza,SMALL FORWARD,34,SACRAMENTO KINGS,32,791,9.4,0.543,0.739,0.164,2.9,18.2,10.4,8.3,2.1,0.8,13.7,11.2,0.3,0.8,1.1,0.066,-1.9,1.3,-0.6,0.3,False
arizatr01,Trevor Ariza,SMALL FORWARD,34,PORTLAND TRAIL BLAZERS,21,702,12.8,0.643,0.535,0.296,2.0,12.8,7.4,7.6,2.3,1.0,13.5,12.5,1.0,0.4,1.4,0.098,-0.9,0.4,-0.4,0.3,False
augusdj01,D.J. Augustin,POINT GUARD,32,ORLANDO MAGIC,57,1420,14.0,0.554,0.436,0.393,1.6,7.8,4.6,26.8,1.2,0.1,13.7,19.1,2.0,0.9,2.9,0.098,-0.3,-1.3,-1.6,0.2,False
aytonde01,Deandre Ayton,CENTER,21,PHOENIX SUNS,38,1236,20.0,0.568,0.023,0.157,13.0,26.3,19.6,9.7,1.0,4.1,11.6,23.7,1.5,1.6,3.1,0.121,0.8,-0.4,0.4,0.7,False
bacondw01,Dwayne Bacon,SHOOTING GUARD,24,CHARLOTTE HORNETS,39,687,6.1,0.419,0.275,0.217,2.3,14.0,7.9,11.7,1.7,0.3,12.2,19.5,-1.2,0.4,-0.8,-0.053,-5.9,-0.9,-6.8,-0.8,False
baglema01,Marvin Bagley III,CENTER,20,SACRAMENTO KINGS,13,334,15.6,0.512,0.132,0.186,9.5,23.5,16.3,4.9,0.9,3.4,9.1,25.8,0.0,0.3,0.4,0.051,-2.2,-1.4,-3.5,-0.1,False
balllo01,Lonzo Ball,POINT GUARD,22,NEW ORLEANS PELICANS,63,2025,13.1,0.517,0.575,0.111,3.7,16.4,10.0,29.1,2.0,1.6,21.1,18.5,0.4,2.0,2.4,0.058,0.1,0.6,0.6,1.3,False
bambamo01,Mo Bamba,CENTER,21,ORLANDO MAGIC,62,878,17.5,0.542,0.374,0.161,11.9,25.6,18.5,7.2,1.3,8.8,12.1,17.1,0.8,1.7,2.5,0.135,-1.2,1.6,0.4,0.5,False
bareajo01,J.J. Barea,POINT GUARD,35,DALLAS MAVERICKS,29,450,14.6,0.512,0.411,0.106,2.4,9.9,6.2,37.1,0.5,0.4,14.9,24.2,0.5,0.2,0.7,0.072,1.6,-3.0,-1.4,0.1,False
barneha02,Harrison Barnes,POWER FORWARD,27,SACRAMENTO KINGS,72,2482,13.3,0.574,0.338,0.337,3.4,12.9,8.1,9.2,0.8,0.5,8.8,17.4,3.4,1.1,4.6,0.088,0.0,-1.3,-1.3,0.5,False
barrerj01,RJ Barrett,SHOOTING GUARD,19,NEW YORK KNICKS,56,1704,10.7,0.479,0.271,0.349,3.0,14.8,8.7,12.8,1.6,0.9,12.9,24.0,-1.6,1.1,-0.5,-0.015,-2.9,-1.5,-4.3,-1.0,False
bartowi01,Will Barton,SMALL FORWARD,29,DENVER NUGGETS,58,1916,15.6,0.549,0.39,0.18,4.5,16.9,10.7,16.0,1.6,1.4,9.9,20.1,2.4,1.8,4.2,0.106,1.2,-0.2,1.1,1.5,False
bateske01,Keita Bates-Diop,POWER FORWARD,24,MINNESOTA TIMBERWOLVES,37,646,12.5,0.535,0.456,0.316,3.3,15.1,9.0,6.7,1.2,2.6,5.6,15.8,0.6,0.5,1.0,0.077,-0.8,-0.1,-0.9,0.2,False
bateske01,Keita Bates-Diop,SMALL FORWARD,24,DENVER NUGGETS,7,98,12.1,0.571,0.321,0.357,4.6,14.8,9.7,0.0,1.0,3.8,8.5,15.7,0.1,0.1,0.2,0.084,-2.2,-2.8,-5.0,-0.1,False
batumni01,Nicolas Batum,SMALL FORWARD,31,CHARLOTTE HORNETS,22,505,9.2,0.463,0.605,0.123,5.2,16.8,10.8,18.3,1.7,1.5,20.5,9.4,0.2,0.4,0.6,0.055,-2.8,0.9,-1.9,0.0,False
baynear01,Aron Baynes,CENTER,33,PHOENIX SUNS,42,934,15.2,0.581,0.441,0.197,8.3,20.0,14.1,10.9,0.5,2.1,10.8,21.1,1.3,0.8,2.1,0.107,-0.2,-0.8,-1.0,0.2,False
bazemke01,Kent Bazemore,SMALL FORWARD,30,PORTLAND TRAIL BLAZERS,43,1111,7.5,0.475,0.525,0.221,1.2,14.8,8.1,7.1,1.9,2.4,14.4,15.9,-1.0,0.8,-0.2,-0.008,-3.6,0.4,-3.2,-0.3,False
bazemke01,Kent Bazemore,SMALL FORWARD,30,SACRAMENTO KINGS,25,577,12.6,0.533,0.351,0.361,2.7,21.6,11.9,8.0,2.4,1.5,11.4,20.4,0.1,0.7,0.8,0.065,-3.0,0.3,-2.8,-0.1,False
bazleda01,Darius Bazley,POWER FORWARD,19,OKLAHOMA CITY THUNDER,61,1130,9.6,0.497,0.445,0.196,3.0,20.5,12.0,5.1,1.0,3.1,11.6,15.1,-0.5,1.5,1.0,0.041,-2.1,0.5,-1.6,0.1,False
bealbr01,Bradley Beal,SHOOTING GUARD,26,WASHINGTON WIZARDS,57,2053,23.2,0.579,0.369,0.351,2.7,10.5,6.4,29.5,1.6,1.0,11.4,34.4,4.5,0.6,5.1,0.118,5.3,-2.4,2.9,2.5,False
beaslma01,Malik Beasley,SHOOTING GUARD,23,DENVER NUGGETS,41,746,10.5,0.511,0.535,0.126,1.4,10.2,5.8,9.1,2.1,0.7,10.2,20.6,-0.2,0.6,0.5,0.03,-2.2,-0.7,-2.9,-0.2,False
beaslma01,Malik Beasley,SHOOTING GUARD,23,MINNESOTA TIMBERWOLVES,14,463,16.2,0.591,0.494,0.12,2.0,14.7,8.1,9.8,0.9,0.4,7.9,23.7,0.5,0.2,0.8,0.079,1.7,-2.4,-0.7,0.2,False
belinma01,Marco Belinelli,SHOOTING GUARD,33,SAN ANTONIO SPURS,57,883,10.8,0.532,0.567,0.185,0.9,11.2,6.0,10.7,0.6,0.1,5.3,17.5,0.7,0.2,0.8,0.046,-0.7,-2.0,-2.7,-0.2,False
belljo01,Jordan Bell,CENTER,25,MINNESOTA TIMBERWOLVES,27,235,14.1,0.57,0.15,0.483,12.1,23.3,17.5,8.6,0.4,3.5,19.8,15.9,0.2,0.2,0.4,0.072,-1.5,-1.1,-2.6,0.0,False
belljo01,Jordan Bell,CENTER,25,MEMPHIS GRIZZLIES,2,21,12.6,0.635,0.429,0.286,10.2,4.9,7.5,12.9,2.2,0.0,27.6,21.6,0.0,0.0,0.0,0.047,-0.9,-0.8,-1.6,0.0,False
bembrde01,DeAndre' Bembry,SHOOTING GUARD,25,ATLANTA HAWKS,43,915,9.6,0.5,0.285,0.211,3.9,14.1,8.9,12.3,2.8,1.7,19.4,14.0,-0.5,0.8,0.2,0.012,-3.5,1.1,-2.5,-0.1,False
bendedr01,Dragan Bender,CENTER,22,MILWAUKEE BUCKS,7,91,8.4,0.582,0.429,0.143,0.0,20.5,10.9,12.5,0.0,4.8,18.3,12.4,0.0,0.2,0.2,0.105,-4.4,3.2,-1.2,0.0,False
bendedr01,Dragan Bender,POWER FORWARD,22,GOLDEN STATE WARRIORS,9,195,12.1,0.534,0.479,0.155,8.6,21.3,14.7,15.2,1.0,1.8,17.4,20.1,0.0,0.1,0.1,0.027,-2.5,-1.2,-3.7,-0.1,False
bertada01,Dāvis Bertāns,POWER FORWARD,27,WASHINGTON WIZARDS,54,1583,15.5,0.628,0.774,0.2,2.3,15.1,8.5,8.4,1.1,1.8,8.2,19.0,3.0,0.5,3.5,0.107,2.7,-1.8,0.9,1.1,False
beverpa01,Patrick Beverley,POINT GUARD,31,LOS ANGELES CLIPPERS,51,1342,12.5,0.56,0.604,0.138,4.5,15.8,10.3,18.2,1.9,1.6,15.4,13.3,1.6,2.0,3.6,0.128,-0.3,2.5,2.2,1.4,False
birchkh01,Khem Birch,CENTER,27,ORLANDO MAGIC,48,922,11.7,0.566,0.007,0.706,10.3,15.6,12.9,7.3,1.1,2.3,14.2,10.2,1.2,0.9,2.2,0.112,-2.5,0.2,-2.4,-0.1,False
bitadgo01,Goga Bitadze,CENTER,20,INDIANA PACERS,54,471,12.1,0.523,0.28,0.22,5.9,18.7,12.3,6.7,1.0,6.9,14.5,17.9,-0.1,0.8,0.7,0.067,-4.1,1.8,-2.3,0.0,False
biyombi01,Bismack Biyombo,CENTER,27,CHARLOTTE HORNETS,53,1029,16.1,0.57,0.0,0.543,12.3,20.7,16.3,7.8,0.5,4.4,12.2,16.8,1.5,0.9,2.4,0.113,-1.8,-0.7,-2.5,-0.1,False
bjeline01,Nemanja Bjelica,POWER FORWARD,31,SACRAMENTO KINGS,72,2011,15.7,0.602,0.49,0.129,6.1,19.9,12.8,14.7,1.5,1.9,12.5,17.0,3.4,1.9,5.3,0.127,1.2,0.5,1.8,1.9,False
bledser01,Eric Bledsoe,POINT GUARD,30,MILWAUKEE BUCKS,61,1646,17.6,0.571,0.306,0.304,2.8,13.5,8.5,28.7,1.6,1.4,15.7,23.7,2.4,3.0,5.4,0.157,0.8,1.0,1.8,1.6,False
bogdabo01,Bogdan Bogdanović,SHOOTING GUARD,27,SACRAMENTO KINGS,61,1766,15.2,0.565,0.576,0.151,1.6,11.8,6.6,18.0,1.8,0.8,11.1,22.6,1.8,1.3,3.1,0.084,1.2,-0.5,0.6,1.2,False
bogdabo02,Bojan Bogdanović,SMALL FORWARD,30,UTAH JAZZ,63,2083,15.6,0.603,0.489,0.296,2.1,11.2,6.8,10.0,0.8,0.3,13.1,25.5,2.6,1.6,4.2,0.096,1.6,-1.5,0.1,1.1,False
bolbo01,Bol Bol,POWER FORWARD,20,DENVER NUGGETS,7,87,14.4,0.617,0.321,0.357,6.4,18.0,12.2,9.8,1.1,6.4,23.6,21.2,0.0,0.1,0.1,0.063,-2.3,-0.7,-3.0,0.0,False
boldejo01,Jonah Bolden,CENTER,24,PHILADELPHIA 76ERS,4,14,-2.0,0.515,0.333,0.667,0.0,7.9,3.9,0.0,3.5,0.0,34.0,18.1,-0.1,0.0,0.0,-0.15,-14.1,-0.7,-14.7,0.0,False
boldejo01,Jonah Bolden,CENTER,24,PHOENIX SUNS,3,33,7.9,0.338,0.375,0.25,10.0,17.0,13.5,0.0,2.9,5.3,0.0,11.4,0.0,0.1,0.0,0.054,-6.6,-0.3,-6.9,0.0,False
boldema01,Marques Bolden,CENTER,21,CLEVELAND CAVALIERS,1,3,19.8,0.0,0.0,0.0,0.0,74.7,37.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.282,-5.8,11.3,5.4,0.0,False
bonejo01,Jordan Bone,POINT GUARD,22,DETROIT PISTONS,10,53,0.8,0.3,0.5,0.0,0.0,8.7,4.3,21.0,0.9,0.0,9.1,18.1,-0.1,0.0,-0.1,-0.117,-9.1,-2.8,-11.9,-0.1,False
bongais01,Isaac Bonga,SMALL FORWARD,20,WASHINGTON WIZARDS,66,1250,10.2,0.608,0.303,0.363,6.0,13.8,9.7,7.9,1.7,1.5,17.6,11.0,1.2,0.6,1.8,0.068,-2.7,-0.1,-2.8,-0.3,False
bookede01,Devin Booker,SHOOTING GUARD,23,PHOENIX SUNS,70,2512,20.6,0.618,0.31,0.397,1.3,12.0,6.6,30.0,0.9,0.6,14.9,30.0,6.0,1.5,7.5,0.143,3.4,-1.3,2.2,2.6,False
bouchch01,Chris Boucher,CENTER,27,TORONTO RAPTORS,62,819,20.7,0.587,0.395,0.388,14.1,21.4,17.9,4.8,1.3,7.3,7.4,19.7,2.1,1.8,3.8,0.224,1.0,1.0,2.0,0.8,False
bowenbr02,Brian Bowen,SMALL FORWARD,21,INDIANA PACERS,6,31,0.1,0.3,0.2,0.0,3.6,21.0,12.4,0.0,0.0,2.8,9.1,15.6,-0.1,0.0,-0.1,-0.107,-9.1,-1.8,-10.9,-0.1,False
bowmaky01,Ky Bowman,POINT GUARD,22,GOLDEN STATE WARRIORS,45,1015,9.1,0.494,0.333,0.128,2.5,10.7,6.5,19.4,2.1,0.9,17.1,17.2,-0.6,0.6,-0.1,-0.003,-4.0,-0.3,-4.3,-0.6,False
bradlav01,Avery Bradley,SHOOTING GUARD,29,LOS ANGELES LAKERS,49,1186,8.9,0.537,0.452,0.063,1.7,8.9,5.3,7.2,1.7,0.4,10.7,15.7,0.2,1.4,1.5,0.062,-3.0,0.5,-2.5,-0.2,False
bradlto01,Tony Bradley,CENTER,22,UTAH JAZZ,58,663,21.7,0.681,0.016,0.243,19.1,25.0,22.2,5.4,1.0,4.1,12.5,15.8,2.2,1.1,3.3,0.236,1.0,0.3,1.3,0.6,False
brantja01,Jarrell Brantley,POWER FORWARD,23,UTAH JAZZ,9,96,8.0,0.416,0.464,0.071,2.4,19.9,11.5,15.8,1.5,4.3,19.5,16.3,-0.2,0.1,0.0,-0.006,-5.3,0.7,-4.6,-0.1,False
brazdig01,Ignas Brazdeikis,SMALL FORWARD,21,NEW YORK KNICKS,9,53,3.2,0.351,0.409,0.227,3.9,6.2,5.0,10.6,0.0,1.8,7.6,21.0,-0.1,0.0,-0.1,-0.108,-5.1,-3.9,-9.0,-0.1,False
breweco01,Corey Brewer,POWER FORWARD,33,SACRAMENTO KINGS,5,33,8.7,0.47,0.25,0.75,6.7,21.0,13.6,7.7,5.9,0.0,27.3,9.6,0.0,0.1,0.0,0.064,-6.0,2.8,-3.2,0.0,False
bridgmi01,Mikal Bridges,SMALL FORWARD,23,PHOENIX SUNS,73,2042,12.9,0.62,0.401,0.252,3.5,12.4,7.9,8.6,2.4,2.0,12.0,12.7,2.5,2.3,4.8,0.113,-0.6,1.5,0.8,1.5,False
bridgmi02,Miles Bridges,SMALL FORWARD,21,CHARLOTTE HORNETS,65,1995,12.1,0.52,0.398,0.174,4.6,15.6,9.9,9.4,1.0,2.2,10.5,20.0,0.3,1.3,1.6,0.039,-1.5,-1.0,-2.5,-0.3,False
brissos01,Oshae Brissett,SMALL FORWARD,21,TORONTO RAPTORS,19,135,6.7,0.458,0.417,0.278,7.2,13.0,10.2,7.0,1.4,0.7,14.8,15.0,-0.1,0.2,0.1,0.043,-5.8,0.4,-5.3,-0.1,False
broekry01,Ryan Broekhoff,SMALL FORWARD,29,DALLAS MAVERICKS,17,180,13.1,0.568,0.864,0.136,3.0,21.9,12.5,8.3,1.3,1.9,8.8,16.3,0.2,0.2,0.4,0.109,0.5,0.3,0.8,0.1,False
brogdma01,Malcolm Brogdon,POINT GUARD,27,INDIANA PACERS,54,1666,17.7,0.541,0.309,0.25,3.1,14.1,8.6,33.8,1.0,0.5,13.7,25.2,2.3,1.7,4.0,0.114,2.3,-0.5,1.8,1.6,False
brookdi01,Dillon Brooks,SHOOTING GUARD,24,MEMPHIS GRIZZLIES,73,2112,11.3,0.51,0.385,0.19,3.5,8.6,6.1,10.5,1.4,1.1,9.7,25.2,-0.4,1.6,1.2,0.027,-2.7,-1.4,-4.1,-1.1,False
brownbr01,Bruce Brown,POINT GUARD,23,DETROIT PISTONS,58,1634,11.9,0.518,0.215,0.266,4.2,15.0,9.5,20.4,1.9,1.5,16.7,16.0,0.7,1.4,2.1,0.062,-2.0,0.8,-1.2,0.3,False
brownch02,Charlie Brown Jr.,SHOOTING GUARD,22,ATLANTA HAWKS,10,40,11.0,0.472,0.474,0.263,5.3,5.5,5.4,7.3,2.3,4.2,12.4,25.1,0.0,0.0,0.0,-0.028,-1.2,-1.4,-2.5,0.0,False
brownja02,Jaylen Brown,SHOOTING GUARD,23,BOSTON CELTICS,57,1934,16.9,0.583,0.381,0.274,3.5,16.5,10.1,9.7,1.6,1.0,11.2,24.7,2.3,2.6,4.9,0.123,1.0,-0.2,0.8,1.4,False
brownmo01,Moses Brown,CENTER,20,PORTLAND TRAIL BLAZERS,9,33,6.7,0.407,0.0,0.8,9.6,34.5,22.2,4.0,1.4,2.6,18.2,21.2,-0.1,0.0,0.0,-0.065,-8.2,-1.8,-10.0,-0.1,False
brownst02,Sterling Brown,SMALL FORWARD,24,MILWAUKEE BUCKS,52,767,9.5,0.486,0.531,0.156,4.3,18.5,11.8,8.6,1.7,0.8,13.3,17.0,-0.4,1.5,1.1,0.07,-3.0,1.0,-2.0,0.0,False
browntr01,Troy Brown Jr.,SMALL FORWARD,20,WASHINGTON WIZARDS,69,1782,13.7,0.524,0.288,0.223,4.5,19.6,11.7,14.1,2.2,0.3,10.4,17.8,1.3,1.2,2.4,0.065,-0.8,-0.4,-1.2,0.3,False
brunsja01,Jalen Brunson,POINT GUARD,23,DALLAS MAVERICKS,57,1022,14.9,0.553,0.309,0.193,2.3,11.3,6.9,27.0,1.0,0.3,13.6,20.4,1.6,0.6,2.1,0.101,0.1,-1.0,-0.9,0.3,False
bryanth01,Thomas Bryant,CENTER,22,WASHINGTON WIZARDS,46,1147,21.1,0.649,0.218,0.278,9.0,23.1,15.8,11.1,1.0,3.7,10.2,18.9,3.1,0.8,3.9,0.164,2.9,-0.7,2.2,1.2,False
bullore01,Reggie Bullock,SHOOTING GUARD,28,NEW YORK KNICKS,29,684,9.3,0.502,0.496,0.094,2.0,8.8,5.3,8.8,1.8,0.4,7.5,15.6,0.2,0.3,0.5,0.036,-2.8,-0.3,-3.0,-0.2,False
burketr01,Trey Burke,POINT GUARD,27,PHILADELPHIA 76ERS,25,329,15.4,0.545,0.299,0.142,5.0,6.7,5.9,23.9,1.0,0.3,8.2,19.2,0.6,0.2,0.9,0.127,0.7,-1.2,-0.5,0.1,False
burketr01,Trey Burke,POINT GUARD,27,DALLAS MAVERICKS,8,191,16.0,0.553,0.451,0.134,0.6,7.6,4.1,23.2,2.3,0.4,9.4,21.4,0.3,0.2,0.5,0.117,1.0,-0.8,0.2,0.1,False
burksal01,Alec Burks,SMALL FORWARD,28,GOLDEN STATE WARRIORS,48,1390,16.1,0.552,0.373,0.373,2.8,15.3,8.8,17.4,1.7,1.1,9.8,23.8,1.6,0.9,2.5,0.085,0.7,-0.6,0.1,0.7,False
burksal01,Alec Burks,SHOOTING GUARD,28,PHILADELPHIA 76ERS,18,364,19.0,0.594,0.461,0.246,3.3,13.7,8.5,16.3,1.6,0.0,7.5,23.7,0.9,0.4,1.2,0.161,3.1,-1.1,2.0,0.4,False
burtode02,Deonte Burton,SMALL FORWARD,26,OKLAHOMA CITY THUNDER,39,356,4.3,0.396,0.424,0.112,2.2,15.1,8.8,6.8,1.0,2.4,12.7,18.5,-0.9,0.4,-0.5,-0.067,-6.3,-0.5,-6.8,-0.4,False
butleji01,Jimmy Butler,SMALL FORWARD,30,MIAMI HEAT,58,1959,23.6,0.585,0.157,0.693,6.3,15.4,11.0,28.1,2.6,1.6,11.4,25.1,6.3,2.7,9.0,0.221,4.0,1.5,5.4,3.7,False
cabocbr01,Bruno Caboclo,CENTER,24,MEMPHIS GRIZZLIES,22,192,11.9,0.441,0.362,0.043,9.5,14.5,12.1,7.1,2.4,5.5,9.1,16.8,-0.1,0.3,0.2,0.053,-3.4,0.7,-2.7,0.0,False
cabocbr01,Bruno Caboclo,CENTER,24,HOUSTON ROCKETS,8,52,22.1,0.618,0.4,0.3,12.0,20.3,16.1,5.9,4.4,8.2,20.9,22.8,0.0,0.1,0.2,0.162,-1.4,1.6,0.2,0.0,False
cacokde01,Devontae Cacok,CENTER,23,LOS ANGELES LAKERS,1,9,28.6,0.5,0.0,0.0,24.6,36.1,30.4,20.3,0.0,0.0,0.0,28.1,0.0,0.0,0.0,0.226,4.8,-4.6,0.2,0.0,False
caldwke01,Kentavious Caldwell-Pope,SHOOTING GUARD,26,LOS ANGELES LAKERS,69,1762,11.0,0.584,0.471,0.201,2.4,6.4,4.4,8.5,1.5,0.7,10.1,14.7,1.9,1.9,3.7,0.102,-1.2,0.4,-0.8,0.5,False
cancavl01,Vlatko Čančar,POWER FORWARD,22,DENVER NUGGETS,14,45,11.4,0.507,0.4,0.267,12.5,12.4,12.4,9.1,1.1,2.1,15.2,19.1,0.0,0.0,0.1,0.062,-3.6,-1.2,-4.8,0.0,False
capelca01,Clint Capela,CENTER,25,HOUSTON ROCKETS,39,1279,20.6,0.626,0.0,0.268,13.6,30.5,22.0,5.7,1.2,4.8,12.7,16.1,2.8,2.1,4.9,0.184,1.0,0.4,1.4,1.1,False
carrode01,DeMarre Carroll,SMALL FORWARD,33,SAN ANTONIO SPURS,15,135,4.9,0.437,0.448,0.69,5.6,19.2,12.4,10.1,0.7,1.3,20.9,15.3,-0.2,0.1,-0.1,-0.036,-5.9,-1.1,-7.0,-0.2,False
carrode01,DeMarre Carroll,CENTER,33,HOUSTON ROCKETS,9,155,12.8,0.578,0.541,0.595,3.3,13.0,8.1,12.2,1.8,1.7,13.0,14.3,0.2,0.2,0.4,0.114,-0.7,-0.4,-1.1,0.0,False
carteje01,Jevon Carter,POINT GUARD,24,PHOENIX SUNS,58,945,11.3,0.563,0.601,0.111,3.5,10.5,6.9,11.9,2.4,1.6,11.2,12.9,0.8,1.0,1.8,0.093,-0.7,1.3,0.6,0.6,False
cartevi01,Vince Carter,POWER FORWARD,43,ATLANTA HAWKS,60,876,7.5,0.47,0.664,0.095,2.2,13.2,7.6,7.7,1.2,2.4,9.4,16.6,-0.6,0.4,-0.2,-0.011,-3.1,-1.2,-4.3,-0.5,False
cartewe01,Wendell Carter Jr.,CENTER,20,CHICAGO BULLS,43,1256,15.5,0.59,0.085,0.443,11.6,24.6,17.8,6.0,1.3,2.7,14.9,16.4,1.7,1.6,3.3,0.127,-2.1,-0.3,-2.4,-0.1,False
cartemi01,Michael Carter-Williams,SHOOTING GUARD,28,ORLANDO MAGIC,45,833,15.3,0.535,0.288,0.365,5.8,13.5,9.5,19.1,2.9,2.4,14.7,18.3,0.7,1.2,1.9,0.111,-1.5,1.6,0.1,0.5,False
carusal01,Alex Caruso,POINT GUARD,25,LOS ANGELES LAKERS,64,1175,10.8,0.525,0.412,0.323,1.6,9.8,5.7,13.6,2.8,1.4,13.8,13.8,0.5,1.8,2.3,0.095,-2.6,2.4,-0.2,0.5,False
caulewi01,Willie Cauley-Stein,CENTER,26,GOLDEN STATE WARRIORS,41,940,16.2,0.573,0.0,0.222,7.9,22.0,14.7,9.9,2.3,4.8,11.0,14.4,1.0,1.2,2.2,0.113,-1.6,1.6,0.0,0.5,False
caulewi01,Willie Cauley-Stein,CENTER,26,DALLAS MAVERICKS,13,157,22.2,0.684,0.022,0.2,8.8,31.0,20.1,9.6,1.2,6.0,9.3,14.7,0.5,0.3,0.7,0.222,0.9,2.2,3.1,0.2,False
chandty01,Tyson Chandler,CENTER,37,HOUSTON ROCKETS,26,219,10.8,0.717,0.0,0.722,11.8,19.8,15.8,3.5,1.3,3.1,25.2,6.0,0.3,0.3,0.6,0.131,-2.6,1.1,-1.5,0.0,False
